Longitude,Latitude,Espèce,DHP,Hauteur,Volume
-68.01438013,51.05324301,C,22,15,0.250422122
-68.01437995,51.05187231,C,22,14,0.236724366
-68.01437935,51.0514428,C,26,18,0.404357629
-68.01437918,51.05254136,C,16,14,0.125209582
-68.0143787,51.05044859,C,14,14,0.095863586
-68.01437585,51.05063814,F,26,18,0.404357629
-68.01437488,51.05201435,F,24,15,0.298023021
-68.01437438,51.0531794,C,18,14,0.158468377
-68.01437331,51.05329102,C,16,16,0.13951861
-68.01437237,51.05295929,C,14,18,0.117239786
-68.01437209,51.0509198,C,20,14,0.195639972
-68.014372,51.05350475,F,24,15,0.298023021
-68.01437198,51.0503511,C,18,18,0.193804544
-68.01437114,51.05396704,C,14,15,0.101410611
-68.01437101,51.05063807,C,18,15,0.167637949
-68.01437097,51.05303476,F,26,18,0.404357629
-68.0143709,51.05196186,C,20,18,0.239264869
-68.01437079,51.05275468,C,24,16,0.313916874
-68.01437072,51.05070334,C,18,16,0.176578241
-68.01437042,51.05218395,C,18,14,0.158468377
-68.01437041,51.05049012,C,18,16,0.176578241
-68.01437031,51.0531656,C,26,18,0.404357629
-68.01436991,51.05403461,C,18,18,0.193804544
-68.01436975,51.05210442,C,24,17,0.329418216
-68.01436931,51.05413034,C,16,16,0.13951861
-68.01436919,51.05054594,C,22,15,0.250422122
-68.0143688,51.05148528,C,16,18,0.153129516
-68.0143685,51.0531012,C,20,17,0.22876265
-68.0143684,51.05055433,C,14,16,0.106818936
-68.01436793,51.05134618,C,22,17,0.276802807
-68.01436766,51.05307695,C,16,14,0.125209582
-68.01436761,51.05038205,C,22,15,0.250422122
-68.01436757,51.05113279,C,26,14,0.330631552
-68.01436752,51.0521106,C,22,14,0.236724366
-68.01436721,51.05178312,F,22,17,0.276802807
-68.01436708,51.05127958,F,22,16,0.263777373
-68.01436614,51.05043534,C,20,15,0.206960431
-68.01436582,51.05354448,C,24,16,0.313916874
-68.01436502,51.05175934,F,26,18,0.404357629
-68.01436485,51.05205401,C,22,15,0.250422122
-68.01436469,51.05069074,C,26,16,0.368416331
-68.01436452,51.05081577,C,20,17,0.22876265
-68.01436436,51.05083391,C,16,16,0.13951861
-68.01436404,51.05046871,C,24,16,0.313916874
-68.01436367,51.05283474,C,14,15,0.101410611
-68.01436357,51.05222696,C,22,18,0.289510491
-68.01436347,51.05190125,C,26,17,0.386608879
-68.01436222,51.05388326,C,18,14,0.158468377
-68.01436152,51.0509351,C,26,18,0.404357629
-68.01436124,51.05398319,C,20,14,0.195639972
-68.01436108,51.0514786,C,22,18,0.289510491
-68.01436008,51.05356586,F,16,17,0.146408096
-68.01435994,51.05369565,C,26,17,0.386608879
-68.01435989,51.05257172,C,24,18,0.344541411
-68.01435954,51.05307732,C,26,17,0.386608879
-68.0143591,51.05001584,C,26,18,0.404357629
-68.0143587,51.05032978,C,22,14,0.236724366
-68.01435576,51.05400363,F,16,15,0.132454676
-68.01435502,51.05351804,F,22,16,0.263777373
-68.0143546,51.0512877,C,24,16,0.313916874
-68.01435459,51.05162103,C,24,18,0.344541411
-68.01435454,51.04986021,C,14,15,0.101410611
-68.01435238,51.0538438,C,22,17,0.276802807
-68.01435237,51.05010991,C,24,18,0.344541411
-68.01435201,51.05118539,C,18,16,0.176578241
-68.0143517,51.05132321,C,14,18,0.117239786
-68.01435135,51.05240049,F,26,14,0.330631552
-68.01435117,51.05066887,C,26,16,0.368416331
-68.01435104,51.05322814,C,24,15,0.298023021
-68.01435089,51.04981288,C,26,18,0.404357629
-68.01435017,51.05054283,F,18,16,0.176578241
-68.01434945,51.0499898,C,22,17,0.276802807
-68.01434909,51.04983057,C,18,15,0.167637949
-68.01434854,51.05011462,C,20,15,0.206960431
-68.01434844,51.05126852,C,14,16,0.106818936
-68.01434769,51.05015387,C,26,17,0.386608879
-68.01434763,51.05351688,F,22,17,0.276802807
-68.0143476,51.05134515,C,24,14,0.281721559
-68.01434718,51.05109952,C,16,15,0.132454676
-68.01434703,51.05028675,C,26,18,0.404357629
-68.014347,51.05155619,F,14,17,0.112093699
-68.01434569,51.05304482,C,18,18,0.193804544
-68.01434522,51.05038258,F,20,14,0.195639972
-68.01434508,51.05247913,C,14,14,0.095863586
-68.01434507,51.05166145,C,26,15,0.349763129
-68.01434484,51.05202734,F,22,17,0.276802807
-68.01434379,51.0507606,C,16,18,0.153129516
-68.01434351,51.05002955,F,14,16,0.106818936
-68.01434305,51.05168536,C,24,16,0.313916874
-68.0143429,51.05303408,C,22,17,0.276802807
-68.01434252,51.05203036,C,22,18,0.289510491
-68.01434172,51.05379372,F,20,16,0.217997829
-68.01434133,51.05311846,C,18,18,0.193804544
-68.0143408,51.05381993,C,26,14,0.330631552
-68.01434054,51.05260222,C,24,14,0.281721559
-68.01434009,51.05072891,C,20,14,0.195639972
-68.01433921,51.05109155,F,20,14,0.195639972
-68.01433875,51.05055964,C,24,17,0.329418216
-68.01433826,51.05171159,C,14,18,0.117239786
-68.01433708,51.05019678,C,16,17,0.146408096
-68.01433699,51.05342988,C,20,14,0.195639972
-68.01433699,51.05412493,C,16,15,0.132454676
-68.01433669,51.05019038,F,18,18,0.193804544
-68.01433668,51.05000599,C,14,14,0.095863586
-68.01433612,51.05272177,C,22,16,0.263777373
-68.01433533,51.05005511,C,20,18,0.239264869
-68.01433527,51.05246044,C,20,17,0.22876265
-68.01433503,51.05028736,C,18,18,0.193804544
-68.01433457,51.05170959,C,14,15,0.101410611
-68.01433396,51.05199597,C,22,16,0.263777373
-68.0143336,51.05220227,C,22,17,0.276802807
-68.01433356,51.05109803,C,26,14,0.330631552
-68.01433133,51.05198048,C,26,14,0.330631552
-68.01433087,51.05195343,C,18,17,0.185297747
-68.01433082,51.05270119,C,24,17,0.329418216
-68.01433077,51.05139316,C,18,16,0.176578241
-68.01433013,51.05274681,F,14,17,0.112093699
-68.01432937,51.0513818,C,16,16,0.13951861
-68.01432901,51.05215852,C,18,15,0.167637949
-68.01432898,51.05108403,C,14,16,0.106818936
-68.01432826,51.0530643,C,14,16,0.106818936
-68.01432809,51.05359404,F,22,18,0.289510491
-68.01432803,51.05054513,F,16,14,0.125209582
-68.01432799,51.05397138,F,20,16,0.217997829
-68.01432797,51.05111944,C,14,14,0.095863586
-68.01432725,51.0537001,C,22,14,0.236724366
-68.01432714,51.05107912,F,14,16,0.106818936
-68.01432664,51.05058726,C,26,16,0.368416331
-68.01432656,51.05303085,C,18,14,0.158468377
-68.01432646,51.05199072,C,16,17,0.146408096
-68.0143262,51.0534659,F,20,17,0.22876265
-68.01432522,51.05360862,C,26,18,0.404357629
-68.01432492,51.05253851,F,14,17,0.112093699
-68.01432365,51.05108582,C,26,18,0.404357629
-68.01432323,51.0537959,C,14,17,0.112093699
-68.01432255,51.05404026,C,16,14,0.125209582
-68.01432248,51.05325291,C,26,14,0.330631552
-68.01432242,51.051786,C,22,15,0.250422122
-68.01432216,51.05133618,F,22,17,0.276802807
-68.01432182,51.05251887,C,24,14,0.281721559
-68.01432172,51.05035783,C,26,16,0.368416331
-68.01432047,51.04981043,C,26,17,0.386608879
-68.0143203,51.05396828,F,20,14,0.195639972
-68.01432026,51.05135729,C,16,16,0.13951861
-68.01431936,51.05318582,C,18,14,0.158468377
-68.01431922,51.05240065,C,22,16,0.263777373
-68.01431921,51.05163624,F,14,17,0.112093699
-68.01431913,51.05144661,C,16,14,0.125209582
-68.01431862,51.05228691,C,20,18,0.239264869
-68.01431806,51.04992544,C,16,16,0.13951861
-68.01431749,51.0539488,C,14,15,0.101410611
-68.01431714,51.05414896,C,24,17,0.329418216
-68.01431713,51.0518605,C,14,18,0.117239786
-68.01431691,51.05075535,C,24,18,0.344541411
-68.01431683,51.05138829,C,24,18,0.344541411
-68.01431672,51.05344288,C,18,15,0.167637949
-68.01431604,51.05078845,C,14,17,0.112093699
-68.01431598,51.05387279,C,14,17,0.112093699
-68.01431588,51.05308636,C,24,18,0.344541411
-68.01431347,51.0519962,F,20,17,0.22876265
-68.01431314,51.05162786,C,24,17,0.329418216
-68.01431208,51.05071505,C,16,18,0.153129516
-68.01431205,51.05308071,C,22,15,0.250422122
-68.01431195,51.05363993,C,26,14,0.330631552
-68.01431059,51.0512736,C,16,17,0.146408096
-68.01431014,51.05104484,C,20,15,0.206960431
-68.0143099,51.05400138,C,24,15,0.298023021
-68.01430903,51.05111771,C,20,14,0.195639972
-68.01430869,51.05184122,C,20,17,0.22876265
-68.0143084,51.05174561,C,26,15,0.349763129
-68.01430809,51.05284177,C,14,14,0.095863586
-68.01430807,51.05122107,C,20,17,0.22876265
-68.01430764,51.05109961,C,22,15,0.250422122
-68.01430663,51.05335798,F,20,15,0.206960431
-68.01430638,51.05323311,C,20,15,0.206960431
-68.01430597,51.05374114,C,24,15,0.298023021
-68.01430564,51.0499567,C,14,18,0.117239786
-68.01430556,51.05071586,C,24,14,0.281721559
-68.01430468,51.05302878,C,24,14,0.281721559
-68.01430467,51.05248088,F,18,18,0.193804544
-68.0143032,51.05234546,F,22,18,0.289510491
-68.01430311,51.0501928,C,26,17,0.386608879
-68.01430272,51.05158184,F,20,18,0.239264869
-68.01430182,51.05094958,C,22,18,0.289510491
-68.01430145,51.05294689,C,14,18,0.117239786
-68.01430097,51.05392069,C,18,17,0.185297747
-68.01430023,51.05214183,C,24,14,0.281721559
-68.01430017,51.05179115,F,14,18,0.117239786
-68.01429948,51.05145297,C,26,18,0.404357629
-68.01429946,51.05083933,C,26,18,0.404357629
-68.0142994,51.05027294,F,18,18,0.193804544
-68.01429906,51.05339333,C,22,14,0.236724366
-68.01429883,51.05092005,C,14,16,0.106818936
-68.01429833,51.0518705,C,14,15,0.101410611
-68.01429812,51.05229734,C,14,15,0.101410611
-68.01429803,51.05163916,C,24,15,0.298023021
-68.01429704,51.05095403,C,16,14,0.125209582
-68.01429662,51.05182809,C,16,17,0.146408096
-68.01429642,51.05392025,C,14,18,0.117239786
-68.01429642,51.05077534,C,18,18,0.193804544
-68.01429432,51.04973561,C,24,16,0.313916874
-68.01429179,51.05114785,C,16,15,0.132454676
-68.01429101,51.05011769,C,18,18,0.193804544
-68.01429041,51.05194873,F,20,15,0.206960431
-68.01429002,51.04979124,C,16,14,0.125209582
-68.01429001,51.05272293,C,18,15,0.167637949
-68.01428971,51.05298515,F,20,15,0.206960431
-68.01428928,51.0505516,C,16,16,0.13951861
-68.01428928,51.04979309,C,20,17,0.22876265
-68.0142891,51.05305774,C,24,18,0.344541411
-68.01428879,51.04980978,C,20,14,0.195639972
-68.01428822,51.05171267,F,26,17,0.386608879
-68.01428791,51.05263429,C,22,18,0.289510491
-68.01428778,51.05322058,C,14,17,0.112093699
-68.01428765,51.05305308,F,16,17,0.146408096
-68.01428718,51.05335514,F,20,17,0.22876265
-68.01428656,51.05401696,C,24,18,0.344541411
-68.0142865,51.05135592,C,22,16,0.263777373
-68.01428592,51.05259064,C,18,16,0.176578241
-68.01428566,51.05102156,C,24,18,0.344541411
-68.01428559,51.05397223,C,26,14,0.330631552
-68.01428548,51.05173387,C,14,18,0.117239786
-68.0142848,51.05346764,C,26,16,0.368416331
-68.01428477,51.0531486,C,18,18,0.193804544
-68.01428462,51.05189223,C,20,17,0.22876265
-68.01428442,51.05052662,F,24,18,0.344541411
-68.01428406,51.0501496,F,14,15,0.101410611
-68.01428381,51.05151478,C,22,15,0.250422122
-68.01428347,51.04982739,C,14,15,0.101410611
-68.01428341,51.05036618,C,20,16,0.217997829
-68.0142834,51.05230895,C,26,16,0.368416331
-68.01428311,51.04991738,C,18,18,0.193804544
-68.01428287,51.05417875,C,20,14,0.195639972
-68.01428281,51.05258037,C,22,14,0.236724366
-68.01428267,51.04976943,C,18,14,0.158468377
-68.01428245,51.05389868,C,22,15,0.250422122
-68.01428245,51.0522904,C,16,15,0.132454676
-68.01428136,51.05096201,C,22,17,0.276802807
-68.01428108,51.05198524,C,16,17,0.146408096
-68.01428045,51.05017923,C,18,18,0.193804544
-68.01428042,51.05009433,C,16,15,0.132454676
-68.0142803,51.05047544,C,20,18,0.239264869
-68.01427989,51.05133432,C,24,15,0.298023021
-68.0142796,51.05275681,C,20,18,0.239264869
-68.0142793,51.05147337,C,20,17,0.22876265
-68.01427893,51.04985422,C,20,15,0.206960431
-68.01427878,51.05207549,C,26,16,0.368416331
-68.01427858,51.05042564,C,20,18,0.239264869
-68.01427719,51.05154457,C,18,18,0.193804544
-68.01427686,51.05289365,F,22,15,0.250422122
-68.01427664,51.0539734,C,16,18,0.153129516
-68.01427608,51.05018055,C,24,17,0.329418216
-68.01427589,51.0499139,F,26,14,0.330631552
-68.01427573,51.05327077,C,16,15,0.132454676
-68.01427566,51.05148278,C,20,17,0.22876265
-68.01427547,51.05246055,C,16,17,0.146408096
-68.01427487,51.04974075,C,18,17,0.185297747
-68.01427471,51.05075015,C,18,15,0.167637949
-68.01427466,51.05165398,C,16,14,0.125209582
-68.01427461,51.05087271,C,20,14,0.195639972
-68.01427458,51.04972871,C,22,18,0.289510491
-68.01427437,51.05153412,C,20,17,0.22876265
-68.01427357,51.05238204,C,22,16,0.263777373
-68.01427323,51.0519848,C,20,15,0.206960431
-68.01427312,51.05200461,C,16,15,0.132454676
-68.01427271,51.05130036,F,26,14,0.330631552
-68.01427268,51.05214318,C,26,17,0.386608879
-68.01427261,51.05002409,C,24,14,0.281721559
-68.01427125,51.05169851,C,18,14,0.158468377
-68.01427019,51.0498654,C,16,14,0.125209582
-68.01427017,51.04986342,C,24,14,0.281721559
-68.01426986,51.05109872,C,26,14,0.330631552
-68.0142691,51.05168906,C,16,18,0.153129516
-68.01426768,51.05274413,F,26,17,0.386608879
-68.01426756,51.05115853,F,24,16,0.313916874
-68.0142675,51.05408592,F,26,17,0.386608879
-68.01426526,51.0538502,C,26,14,0.330631552
-68.01426513,51.0509619,C,20,18,0.239264869
-68.01426445,51.05408734,C,22,17,0.276802807
-68.01426431,51.04978055,F,14,16,0.106818936
-68.01426383,51.05292076,F,24,17,0.329418216
-68.01426382,51.05240327,C,14,15,0.101410611
-68.01426225,51.05391409,C,20,14,0.195639972
-68.01426203,51.05364771,C,24,15,0.298023021
-68.0142615,51.05025342,C,26,16,0.368416331
-68.01426141,51.05322831,C,26,17,0.386608879
-68.01426131,51.0539907,C,20,18,0.239264869
-68.01426117,51.05041299,C,20,17,0.22876265
-68.01426106,51.04976473,F,14,16,0.106818936
-68.01426054,51.05277397,C,24,17,0.329418216
-68.01425816,51.05010124,F,18,18,0.193804544
-68.01425744,51.05080233,F,24,17,0.329418216
-68.0142563,51.05104267,C,24,16,0.313916874
-68.01425601,51.05403301,C,20,15,0.206960431
-68.01425551,51.05346753,C,24,16,0.313916874
-68.01425549,51.05175137,C,16,16,0.13951861
-68.01425207,51.05106538,C,22,16,0.263777373
-68.0142512,51.05135566,C,22,16,0.263777373
-68.01425116,51.05385866,F,16,15,0.132454676
-68.01425049,51.05075951,C,22,18,0.289510491
-68.01424987,51.05189916,C,26,15,0.349763129
-68.01424967,51.05027412,C,20,14,0.195639972
-68.01424963,51.05084237,C,26,16,0.368416331
-68.01424946,51.05339469,C,18,14,0.158468377
-68.01424941,51.05067981,F,16,18,0.153129516
-68.01424909,51.05128532,C,24,18,0.344541411
-68.01424831,51.05096818,C,24,16,0.313916874
-68.01424793,51.05017418,C,24,17,0.329418216
-68.01424738,51.0503475,C,16,17,0.146408096
-68.01424732,51.0522853,C,14,17,0.112093699
-68.01424715,51.05156957,F,16,15,0.132454676
-68.01424659,51.05043228,C,22,16,0.263777373
-68.01424644,51.0516042,C,20,14,0.195639972
-68.01424567,51.05104974,C,16,15,0.132454676
-68.01424536,51.05014994,C,24,15,0.298023021
-68.01424525,51.05020149,C,18,14,0.158468377
-68.0142447,51.05044656,F,14,16,0.106818936
-68.01424466,51.05171918,C,22,14,0.236724366
-68.01424439,51.05330085,F,16,15,0.132454676
-68.01424332,51.05132466,C,16,15,0.132454676
-68.01424308,51.05019235,C,22,15,0.250422122
-68.0142428,51.05180366,C,22,18,0.289510491
-68.0142424,51.05222474,C,24,15,0.298023021
-68.01424215,51.05092251,F,26,16,0.368416331
-68.01424215,51.05326502,C,24,18,0.344541411
-68.01424179,51.05081217,F,20,17,0.22876265
-68.01424135,51.05286972,C,18,14,0.158468377
-68.01424117,51.0521922,C,22,17,0.276802807
-68.0142402,51.04988432,F,16,17,0.146408096
-68.01424018,51.05133568,C,14,17,0.112093699
-68.01423983,51.05045641,C,18,17,0.185297747
-68.01423903,51.05063989,C,16,17,0.146408096
-68.01423889,51.05079484,C,24,16,0.313916874
-68.01423746,51.05033777,C,26,17,0.386608879
-68.01423742,51.0538875,C,14,16,0.106818936
-68.01423664,51.05006166,C,16,18,0.153129516
-68.01423661,51.05182161,C,20,16,0.217997829
-68.0142364,51.0541636,F,26,17,0.386608879
-68.01423588,51.0509471,C,16,17,0.146408096
-68.01423578,51.05204607,C,18,14,0.158468377
-68.01423568,51.05081139,C,22,18,0.289510491
-68.01423509,51.05006516,F,18,16,0.176578241
-68.01423474,51.05405378,C,14,18,0.117239786
-68.0142344,51.05353344,C,22,16,0.263777373
-68.01423347,51.05164462,F,26,18,0.404357629
-68.01423297,51.05393943,C,18,17,0.185297747
-68.01423267,51.05021279,C,26,18,0.404357629
-68.01423243,51.05365443,F,22,14,0.236724366
-68.01423229,51.05205655,F,20,17,0.22876265
-68.01423129,51.05303439,C,20,15,0.206960431
-68.01423073,51.05231504,C,24,16,0.313916874
-68.01423009,51.05190504,C,24,18,0.344541411
-68.01422965,51.05178302,C,18,18,0.193804544
-68.01422947,51.05192166,C,16,16,0.13951861
-68.01422916,51.04985121,C,14,14,0.095863586
-68.01422855,51.0507009,F,26,16,0.368416331
-68.01422721,51.05211134,C,20,17,0.22876265
-68.01422679,51.0530269,C,24,15,0.298023021
-68.0142267,51.05239749,C,22,16,0.263777373
-68.01422664,51.05317608,C,20,17,0.22876265
-68.01422657,51.05057442,C,18,16,0.176578241
-68.01422606,51.05322526,C,26,18,0.404357629
-68.01422577,51.05417253,C,16,16,0.13951861
-68.01422383,51.05377332,C,14,16,0.106818936
-68.01422361,51.0536749,C,20,16,0.217997829
-68.01422356,51.0534558,C,22,18,0.289510491
-68.01422344,51.04972161,F,26,16,0.368416331
-68.01422341,51.05257207,C,22,15,0.250422122
-68.01422339,51.04990616,C,14,17,0.112093699
-68.01422332,51.05325293,F,18,17,0.185297747
-68.0142225,51.05306167,C,16,14,0.125209582
-68.01422202,51.05141013,C,22,18,0.289510491
-68.01422186,51.05002432,C,16,15,0.132454676
-68.01422134,51.05186748,C,24,14,0.281721559
-68.01421993,51.05369999,F,22,14,0.236724366
-68.01421988,51.05094148,C,24,14,0.281721559
-68.01421848,51.05347452,F,16,17,0.146408096
-68.01421813,51.05275712,C,20,17,0.22876265
-68.01421806,51.05260046,C,26,18,0.404357629
-68.01421782,51.0521478,C,14,15,0.101410611
-68.01421753,51.05202797,F,20,14,0.195639972
-68.01421739,51.05024629,F,26,18,0.404357629
-68.01421732,51.05021094,F,24,17,0.329418216
-68.01421684,51.05206148,C,26,18,0.404357629
-68.01421614,51.0512259,C,20,16,0.217997829
-68.01421558,51.0523542,C,18,14,0.158468377
-68.0142152,51.05087059,C,24,14,0.281721559
-68.01421475,51.05280205,C,16,17,0.146408096
-68.01421416,51.05086065,C,20,17,0.22876265
-68.01421337,51.05154029,C,16,18,0.153129516
-68.01421233,51.05066152,C,18,16,0.176578241
-68.01421213,51.05120379,C,14,18,0.117239786
-68.01421141,51.05379812,C,18,14,0.158468377
-68.01421116,51.05160593,C,26,14,0.330631552
-68.01421063,51.05276557,C,26,16,0.368416331
-68.01421047,51.05381744,C,16,17,0.146408096
-68.01420999,51.05144762,C,22,16,0.263777373
-68.01420942,51.05388476,F,18,15,0.167637949
-68.01420942,51.05089049,C,16,16,0.13951861
-68.01420937,51.04982385,C,18,18,0.193804544
-68.01420927,51.05049687,C,18,14,0.158468377
-68.01420874,51.05252402,C,16,14,0.125209582
-68.01420848,51.05090583,C,26,18,0.404357629
-68.01420746,51.05162166,F,16,18,0.153129516
-68.01420735,51.05307389,F,18,14,0.158468377
-68.01420726,51.05093729,C,18,15,0.167637949
-68.01420702,51.05091427,C,26,14,0.330631552
-68.01420694,51.05324046,C,20,18,0.239264869
-68.01420655,51.05325237,F,24,14,0.281721559
-68.01420619,51.05002041,C,14,18,0.117239786
-68.01420505,51.0521153,F,14,15,0.101410611
-68.01420464,51.05138787,C,14,18,0.117239786
-68.01420455,51.05361086,F,24,14,0.281721559
-68.01420394,51.05046368,C,20,17,0.22876265
-68.0142035,51.05354089,C,16,14,0.125209582
-68.01420275,51.05387812,C,26,16,0.368416331
-68.01420262,51.04999588,C,14,16,0.106818936
-68.01420252,51.05257038,C,24,15,0.298023021
-68.0142023,51.05138927,C,16,14,0.125209582
-68.01420073,51.05306234,C,26,17,0.386608879
-68.01420059,51.05244005,C,18,15,0.167637949
-68.01420041,51.05158457,F,20,17,0.22876265
-68.01420032,51.05324605,C,16,15,0.132454676
-68.01419891,51.04985639,C,18,18,0.193804544
-68.0141981,51.05293003,C,20,18,0.239264869
-68.01419771,51.0498278,C,18,18,0.193804544
-68.01419769,51.05373798,C,26,14,0.330631552
-68.01419767,51.05320436,C,20,14,0.195639972
-68.01419765,51.05380526,C,16,14,0.125209582
-68.01419664,51.05087206,F,20,18,0.239264869
-68.01419622,51.04976304,F,22,17,0.276802807
-68.01419521,51.05171123,F,18,17,0.185297747
-68.01419473,51.05109618,C,24,15,0.298023021
-68.01419464,51.05312313,C,16,17,0.146408096
-68.01419436,51.05043356,C,26,18,0.404357629
-68.0141943,51.05304748,C,26,16,0.368416331
-68.01419423,51.05047971,C,26,15,0.349763129
-68.0141939,51.05125608,C,16,15,0.132454676
-68.01419368,51.05100781,C,18,17,0.185297747
-68.01419366,51.05220181,C,20,17,0.22876265
-68.01419282,51.05059794,F,16,14,0.125209582
-68.0141918,51.05319252,F,18,14,0.158468377
-68.01419081,51.05249554,F,22,17,0.276802807
-68.01419042,51.05146071,C,26,16,0.368416331
-68.01419011,51.05276304,C,16,15,0.132454676
-68.0141899,51.0535275,C,22,15,0.250422122
-68.01418981,51.0510029,C,26,15,0.349763129
-68.01418941,51.0513659,F,20,18,0.239264869
